Date,Open,High,Low,Close,Adj Close,Volume,Open_normalized,High_normalized,Low_normalized,Close_normalized,Volume_normalized
2005-11-28,432.588074,432.588074,428.388184,432.588074,278.522797,3297709,0.03460977716648725,0.033331447587514405,0.03742950249320594,0.03681223007596401,0.001508108260630506
2005-11-29,457.787384,457.787384,432.588074,457.787384,294.747437,105038609,0.040726295044758276,0.0393920663425346,0.038525825696700794,0.043183925036881884,0.04803625605474523
2005-11-30,478.786804,478.786804,453.587494,478.786804,308.267944,67989968,0.04582339206302277,0.044442580769181464,0.044007433883089975,0.048493669573386994,0.031093171768886756
2005-12-01,487.186584,495.586334,478.786804,487.186584,313.676178,83731474,0.04786223378303587,0.04848299086745497,0.050585365272974026,0.050617570422212564,0.03829207720091993
2005-12-02,491.386444,495.586334,482.986694,491.386444,316.38028,42402954,0.048881647361274136,0.04848299086745497,0.05168168847646888,0.05167951326106651,0.019391718675764103
2005-12-05,487.186584,491.386444,482.986694,487.186584,313.676178,22283352,0.04786223378303587,0.04747288653908161,0.05168168847646888,0.050617570422212564,0.010190622406566896
2005-12-06,491.386444,503.986115,487.186584,491.386444,316.38028,61745749,0.048881647361274136,0.05050319976470899,0.052778011679963745,0.05167951326106651,0.028237565572255714
2005-12-07,482.986694,495.586334,482.986694,482.986694,310.972046,23655413,0.04684281292302932,0.04848299086745497,0.05168168847646888,0.04955561999779978,0.010818093335077857
2005-12-08,482.986694,495.586334,482.986694,482.986694,310.972046,24497698,0.04684281292302932,0.04848299086745497,0.05168168847646888,0.04955561999779978,0.011203287106361244
2005-12-09,524.985535,529.185425,487.186584,524.985535,338.013092,114910904,0.057037007202283906,0.05656381851972919,0.052778011679963745,0.06017510932366195,0.05255105394651835
2005-12-12,608.983215,642.582275,533.385315,608.983215,392.095215,157772205,0.07742539527534183,0.08383659209449026,0.06483755151727315,0.08141408746968233,0.07215238386964697
2005-12-13,608.983215,629.982666,592.183655,608.983215,392.095215,117589550,0.07742539527534183,0.08080629378031733,0.08018604504186072,0.08141408746968233,0.05377605231960247
2005-12-14,566.984375,608.983215,566.984375,566.984375,365.054169,106342216,0.06723120123881286,0.07575577189794325,0.07360812148306178,0.07079459839667214,0.04863242160037577
2005-12-15,545.984924,566.984375,541.785095,545.984924,351.5336,60043321,0.062134096696054485,0.06565474304464955,0.06703019792426286,0.06548484602175622,0.02745901120923318
2005-12-16,537.585205,562.784485,537.585205,537.585205,346.125397,42575578,0.06009526978230355,0.06464463871627621,0.065933874720768,0.0633609605969003,0.019470663082436456
2005-12-19,571.184265,571.184265,545.984924,571.184265,367.75824,41027916,0.06825062209881941,0.06666484737302289,0.06812650520455131,0.07185654882108493,0.01876288630563052
2005-12-20,571.184265,592.183655,566.984375,571.184265,367.75824,55814038,0.06825062209881941,0.07171535458444987,0.07360812148306178,0.07185654882108493,0.025524875532360488
2005-12-21,554.384705,566.984375,545.984924,554.384705,356.941864,52132389,0.06417293865879321,0.06565474304464955,0.06812650520455131,0.06760874712343379,0.02384118383317113
2005-12-22,554.384705,558.584595,550.184814,550.184814,354.237701,6074572,0.06417293865879321,0.06363453438790287,0.06922282840804617,0.06654679644616901,0.0027780232315813115
2005-12-23,562.784485,571.184265,558.584595,562.784485,362.350037,27188249,0.06621178037880632,0.06666484737302289,0.07141547507607207,0.06973264797225935,0.012433729873975872
2005-12-26,562.784485,562.784485,562.784485,562.784485,362.350037,0,0.06621178037880632,0.06464463871627621,0.07251179827956693,0.06973264797225935,0.0
2005-12-27,579.584045,583.783936,571.184265,579.584045,373.166504,13196792,0.07028946381883251,0.06969516059865029,0.07470444468655665,0.07398044966991049,0.006035156840407258
2005-12-28,587.983765,600.583435,587.983765,596.383545,383.98288,42399978,0.07232829097530905,0.07373556324119657,0.07908972183836584,0.07822823619644398,0.019390357691461475
2005-12-29,604.783325,617.382996,600.583435,600.583435,386.687042,46965580,0.07640597441533528,0.07777598079519729,0.08237869144885043,0.07929018662085677,0.021478298771450993
2005-12-30,600.583435,600.583435,600.583435,600.583435,386.687042,0,0.07538655355532872,0.07373556324119657,0.08237869144885043,0.07929018662085677,0.0
2006-01-02,604.783325,608.983215,600.583435,604.783325,389.391113,6229338,0.07640597441533528,0.07575577189794325,0.08237869144885043,0.08035213704526954,0.0028488008177979065
2006-01-03,608.983215,608.983215,587.983765,592.183655,381.278778,33712238,0.07742539527534183,0.07575577189794325,0.07908972183836584,0.07716628577203119,0.015417280485373832
2006-01-04,608.983215,621.582886,604.783325,621.582886,400.207489,57733733,0.07742539527534183,0.07878608512357065,0.08347501465234529,0.08459993899577267,0.02640279043855478
2006-01-05,625.782776,655.181946,625.782776,650.982056,419.1362,78502163,0.08150307895809365,0.08686690532011765,0.08895663093085578,0.09203357679554448,0.03590060872492463
2006-01-06,646.782166,667.781616,642.582275,667.781616,429.952698,60879653,0.08660016869458985,0.08989721830523768,0.0933419078216288,0.09628137849319565,0.027841482554591318
2006-01-09,671.981506,722.380066,671.981506,713.980347,459.697754,70356105,0.09271669385462918,0.10302854571321168,0.101016170507129,0.1079628182434706,0.03217525352791507
2006-01-10,713.980347,713.980347,713.980347,713.980347,459.697754,0,0.10291088813388377,0.10100835172741209,0.11197938714094355,0.1079628182434706,0.0
2006-01-11,713.980347,722.380066,692.980896,701.380676,451.585449,50685920,0.10291088813388377,0.10302854571321168,0.10649777086243307,0.10477696671738027,0.023179684638534506
2006-01-12,709.780457,768.578796,709.780457,760.179077,489.442963,88547083,0.10189146727387718,0.11413967889487872,0.11088306393744866,0.11964425774089359,0.0404943514806901
2006-01-13,755.979187,806.377747,747.579407,764.378906,492.146942,59326039,0.11310508217041274,0.12323060366030641,0.12074995710673217,0.12070619274133673,0.027130983809180123
2006-01-16,806.377747,823.177307,760.179077,785.378357,505.667603,34792625,0.12533810336341822,0.1272710209737998,0.12403892671721677,0.12601594511625264,0.015911363061907362
2006-01-17,797.978027,802.177917,755.979187,760.179077,489.442963,35358117,0.12329927620694169,0.12222051376237283,0.12294260351372191,0.11964425774089359,0.016169973860046455
2006-01-18,747.579407,760.179077,713.980347,713.980347,459.697754,59832006,0.1110662404503996,0.11211948490907912,0.11197938714094355,0.1079628182434706,0.027362372634666676
2006-01-19,730.779846,751.779297,726.579956,751.779297,484.034729,31795519,0.10698855676764779,0.11009927625233244,0.11526834082822171,0.11752035689206802,0.014540726563482166
2006-01-20,764.378906,781.178467,755.979187,760.179077,489.442963,34006889,0.11514390908416366,0.11716999212050608,0.12294260351372191,0.11964425774089359,0.015552030278973885
2006-01-23,730.779846,760.179077,730.779846,739.179626,475.922485,17065946,0.10698855676764779,0.11211948490907912,0.11636466403171657,0.11433450536597768,0.007804598325102107
2006-01-24,747.579407,755.979187,739.179626,743.379517,478.626526,10300879,0.1110662404503996,0.11110938058070578,0.11855731043870629,0.11539645604324242,0.004710797924151375
2006-01-25,743.379517,755.979187,730.779846,743.379517,478.626526,34605120,0.11004681959039306,0.11110938058070578,0.11636466403171657,0.11539645604324242,0.015825613276401872
2006-01-26,747.579407,751.779297,726.579956,739.179626,475.922485,18119546,0.1110662404503996,0.11009927625233244,0.11526834082822171,0.11433450536597768,0.008286430670952
2006-01-27,739.179626,743.379517,701.380676,705.580566,454.289581,44882189,0.1090273984876609,0.10807906759558572,0.10869041726942279,0.10583891714179305,0.020525522411492234
2006-01-30,718.180176,718.180176,705.580566,718.180176,462.401886,19899357,0.10393029418762811,0.1020184413848383,0.10978674047291764,0.10902475324391372,0.009100373827082828
2006-01-31,718.180176,718.180176,718.180176,718.180176,462.401886,0,0.10393029418762811,0.1020184413848383,0.11307569442123197,0.10902475324391372,0.0
2006-02-01,722.380066,734.979736,722.380066,730.779846,470.51416,54218756,0.1049497150476347,0.1060588586983317,0.11417201762472685,0.1122106045171521,0.024795321177432522
2006-02-02,734.979736,764.378906,734.979736,764.378906,492.146942,60201063,0.10800797762765435,0.11312957456650538,0.11746098723521142,0.12070619274133673,0.027531149779752403
2006-02-03,764.378906,768.578796,751.779297,764.378906,492.146942,30521674,0.11514390908416366,0.11413967889487872,0.12184628031022705,0.12070619274133673,0.013958171775517895
2006-02-06,760.179077,764.378906,747.579407,751.779297,484.034729,12137239,0.11412450303041928,0.11312957456650538,0.12074995710673217,0.11752035689206802,0.005550602068632116
2006-02-07,751.779297,776.978577,751.779297,768.578796,494.851166,41507096,0.11208566131040618,0.11615988779213274,0.12184628031022705,0.12176814316574952,0.018982024900433433
2006-02-08,760.179077,760.179077,722.380066,726.579956,467.810089,79674814,0.11412450303041928,0.11211948490907912,0.11417201762472685,0.11114865409273933,0.03643688547339959
2006-02-09,734.979736,743.379517,730.779846,739.179626,475.922485,27735883,0.10800797762765435,0.10807906759558572,0.11636466403171657,0.11433450536597768,0.012684173851659205
2006-02-10,743.379517,747.579407,739.179626,743.379517,478.626526,19976741,0.11004681959039306,0.10908917192395907,0.11855731043870629,0.11539645604324242,0.00913576307751112
2006-02-13,734.979736,734.979736,722.380066,726.579956,467.810089,23932207,0.10800797762765435,0.1060588586983317,0.11417201762472685,0.11114865409273933,0.010944676765542146
2006-02-14,713.980347,722.380066,705.580566,709.780457,456.993652,33724143,0.10291088813388377,0.10302854571321168,0.10978674047291764,0.10690086781905779,0.015422724879904339
2006-02-15,713.980347,722.380066,709.780457,718.180176,462.401886,16384380,0.10291088813388377,0.10302854571321168,0.11088306393744866,0.10902475324391372,0.0074929045659605665
2006-02-16,718.180176,718.180176,692.980896,697.180786,448.881378,15262325,0.10393029418762811,0.1020184413848383,0.10649777086243307,0.10371501629296749,0.006979766379910262
2006-02-17,701.380676,709.780457,646.782166,650.982056,419.1362,90053077,0.09985262531113848,0.09999824739903872,0.09443823128615983,0.09203357679554448,0.04118307264797926
2006-02-20,655.181946,663.581726,642.582275,642.582275,413.728058,47653098,0.08863901041460297,0.08888711397686434,0.0933419078216288,0.08990967569386696,0.021792714499197792
2006-02-21,646.782166,655.181946,629.982666,642.582275,413.728058,44376222,0.08660016869458985,0.08686690532011765,0.09005295413435063,0.08990967569386696,0.02029413358600568
2006-02-22,646.782166,663.581726,642.582275,655.181946,421.840363,59236751,0.08660016869458985,0.08888711397686434,0.0933419078216288,0.0930955272199573,0.02709015062154132
2006-02-23,659.381836,680.381226,659.381836,671.981506,432.65683,61260616,0.08965843127460953,0.09292751685991794,0.09772720089664443,0.09734332891760843,0.028015704551527548
2006-02-24,671.981506,676.181335,659.381836,671.981506,432.65683,18655276,0.09271669385462918,0.09191741229103728,0.09772720089664443,0.09734332891760843,0.008531430711424818
2006-02-27,671.981506,684.581116,671.981506,684.581116,440.769104,29997850,0.09271669385462918,0.0939376211882913,0.101016170507129,0.1005291650197291,0.013718616586895578
2006-02-28,688.781006,688.781006,671.981506,676.181335,435.360779,39382037,0.09679436273111884,0.09494772551666467,0.101016170507129,0.09840526391805157,0.0180101929309579
2006-03-01,676.181335,684.581116,671.981506,680.381226,438.065002,22235731,0.09373609990837355,0.0939376211882913,0.101016170507129,0.09946721459531632,0.01016884437112487
2006-03-02,688.781006,722.380066,688.781006,722.380066,465.105957,125113567,0.09679436273111884,0.10302854571321168,0.10540144765893822,0.11008670366832654,0.057216935730123035
2006-03-03,726.579956,743.379517,722.380066,739.179626,475.922485,79636123,0.10596913590764125,0.10807906759558572,0.11417201762472685,0.11433450536597768,0.036419191305505444
2006-03-06,680.381226,684.581116,671.981506,680.381226,438.065002,22235731,0.09475552101110571,0.0939376211882913,0.101016170507129,0.09946721459531632,0.01016884437112487
2006-03-07,734.979736,734.979736,709.780457,713.980347,459.697754,48159065,0.10800797762765435,0.1060588586983317,0.11088306393744866,0.1079628182434706,0.022024103324684345
2006-03-08,713.980347,713.980347,692.980896,701.380676,451.585449,53430043,0.10291088813388377,0.10100835172741209,0.10649777086243307,0.10477696671738027,0.02443462695287642
2006-03-09,692.980896,713.980347,688.781006,713.980347,459.697754,27128723,0.09781378359112539,0.10100835172741209,0.10540144765893822,0.1079628182434706,0.012406507444003338
2006-03-10,713.980347,726.579956,709.780457,722.380066,465.105957,34170584,0.10291088813388377,0.10403865004158502,0.11088306393744866,0.11008670366832654,0.01562689127541836
2006-03-13,722.380066,722.380066,709.780457,722.380066,465.105957,5217405,0.1049497150476347,0.10302854571321168,0.11088306393744866,0.11008670366832654,0.0023860236241447946
2006-03-14,722.380066,722.380066,709.780457,713.980347,459.697754,8940722,0.1049497150476347,0.10302854571321168,0.11088306393744866,0.1079628182434706,0.004088770932850928
2006-03-15,713.980347,726.579956,709.780457,713.980347,459.697754,17339763,0.10291088813388377,0.10403865004158502,0.11088306393744866,0.1079628182434706,0.007929820313943774
2006-03-16,730.779846,730.779846,718.180176,730.779846,470.51416,21063080,0.10698855676764779,0.10504875436995836,0.11307569442123197,0.1122106045171521,0.009632567622649907
2006-03-17,730.779846,734.979736,718.180176,722.380066,465.105957,35658720,0.10698855676764779,0.1060588586983317,0.11307569442123197,0.11008670366832654,0.016307445622251764
2006-03-20,726.579956,730.779846,722.380066,726.579956,467.810089,22521454,0.10596913590764125,0.10504875436995836,0.11417201762472685,0.11114865409273933,0.010299511211817039
2006-03-21,726.579956,726.579956,718.180176,722.380066,465.105957,21768457,0.10596913590764125,0.10403865004158502,0.11307569442123197,0.11008670366832654,0.009955150628172458
2006-03-22,730.779846,739.179626,718.180176,730.779846,470.51416,62683275,0.10698855676764779,0.10706896302670506,0.11307569442123197,0.1122106045171521,0.028666314957103155
2006-03-23,730.779846,739.179626,726.579956,726.579956,467.810089,29798440,0.10698855676764779,0.10706896302670506,0.11526834082822171,0.11114865409273933,0.013627422406859581
2006-03-24,726.579956,730.779846,722.380066,726.579956,467.810089,3940584,0.10596913590764125,0.10504875436995836,0.11417201762472685,0.11114865409273933,0.0018021078518778953
2006-03-27,734.979736,734.979736,730.779846,734.979736,473.218414,11771157,0.10800797762765435,0.1060588586983317,0.11636466403171657,0.11327255494156489,0.005383185450529021
2006-03-28,734.979736,739.179626,730.779846,734.979736,473.218414,13039049,0.10800797762765435,0.10706896302670506,0.11636466403171657,0.11327255494156489,0.005963017812568041
2006-03-29,730.779846,730.779846,722.380066,730.779846,470.51416,4309642,0.10698855676764779,0.10504875436995836,0.11417201762472685,0.1122106045171521,0.001970885454283618
2006-03-30,730.779846,730.779846,730.779846,730.779846,470.51416,0,0.10698855676764779,0.10504875436995836,0.11636466403171657,0.1122106045171521,0.0
2006-03-31,730.779846,730.779846,730.779846,730.779846,470.51416,0,0.10698855676764779,0.10504875436995836,0.11636466403171657,0.1122106045171521,0.0
2006-04-03,739.179626,743.379517,734.979736,739.179626,475.922485,36242070,0.1090273984876609,0.10807906759558572,0.11746098723521142,0.11433450536597768,0.016574223240846616
2006-04-04,755.979187,768.578796,743.379517,755.979187,486.7388,82192741,0.11310508217041274,0.11413967889487872,0.11965363390323731,0.1185823073164808,0.03758838383434187
2006-04-05,789.578247,789.578247,760.179077,789.578247,508.371704,84171962,0.1212604344869286,0.1191902007772528,0.12403892671721677,0.12707789554066543,0.03849352117050869
2006-04-06,802.177917,823.177307,793.778137,802.177917,516.484009,78585499,0.12431869706694824,0.1272710209737998,0.13280949668300543,0.13026374681390376,0.035938719943958176
2006-04-07,806.377747,818.977417,797.978027,806.377747,519.18811,41879130,0.12533810336341822,0.12626091664542644,0.13390581988650027,0.13132568206719888,0.019152163487141785
2006-04-10,806.377747,806.377747,806.377747,806.377747,519.18811,0,0.12533810336341822,0.12323060366030641,0.13609845063131976,0.13132568206719888,0.0
2006-04-11,823.177307,831.577087,810.577637,823.177307,530.004395,37021853,0.12941578680344445,0.1292912296305465,0.1371947738348146,0.13557348376485004,0.01693083359785484
2006-04-12,839.976868,844.176758,818.977417,839.976868,540.820923,62082068,0.13349347048619625,0.13232154285617387,0.1393874202418043,0.13982128571535316,0.028391370975372542
2006-04-13,831.577087,848.376648,823.177307,831.577087,535.412659,10324689,0.13145462852345755,0.13333164718454724,0.1404837434452992,0.13769738461367562,0.004721686713212391
2006-04-14,831.577087,831.577087,831.577087,831.577087,535.412659,0,0.13145462852345755,0.1292912296305465,0.14267638985228892,0.13769738461367562,0.0
2006-04-17,835.776978,852.576477,835.776978,835.776978,538.11676,14402182,0.13247404962618972,0.13434173684197345,0.14377271331681996,0.13875933529094037,0.006586405788171117
2006-04-18,915.574768,915.574768,844.176758,915.574768,589.494873,81659988,0.1518430168392411,0.14949328757764124,0.14596535972380967,0.15893636301254796,0.03734474523549167
2006-04-19,957.573608,965.973389,923.974548,957.573608,616.535889,77380108,0.16203721087577008,0.16161452532818898,0.16679546926587155,0.16955585208555818,0.035387470538874324
2006-04-20,974.373169,1024.771729,974.373169,974.373169,627.352356,63067214,0.16611489455852188,0.1757559570645363,0.1799513323066758,0.17380365403606127,0.028841897938342013
2006-04-21,957.573608,965.973389,923.974548,957.573608,616.535889,53456830,0.16203721087577008,0.16161452532818898,0.16679546926587155,0.16955585208555818,0.02444687718356006
2006-04-24,957.573608,1024.771729,957.573608,974.373169,627.352356,46685810,0.16203721087577008,0.1757559570645363,0.1755660392316602,0.17380365403606127,0.021350354356684077
2006-04-25,982.772888,982.772888,957.573608,982.772888,632.760559,17554055,0.1681537214722728,0.16565492797073525,0.1755660392316602,0.17592753946091721,0.008027820330132902
2006-04-26,1007.972229,1033.171509,991.172668,1007.972229,648.985107,31628847,0.17427024687503773,0.177776165721283,0.18433660919744885,0.1822992422602459,0.014464504125415069
2006-04-27,1016.372009,1058.37085,991.172668,1016.372009,654.393372,27911483,0.17630908859505087,0.18383679193203042,0.18433660919744885,0.18442314310907149,0.012764479242634187
2006-04-28,1016.372009,999.572449,957.573608,965.973389,621.944092,45039931,0.17630908859505087,0.16969534552473597,0.1755660392316602,0.17167975318723572,0.020597660982011455
2006-05-01,991.172668,999.572449,974.373169,991.172668,638.168823,26235842,0.17019256319228593,0.16969534552473597,0.1799513323066758,0.1780514403097428,0.011998175110295294
2006-05-02,991.172668,999.572449,949.173828,957.573608,616.535889,29173423,0.17019256319228593,0.16969534552473597,0.17337339282467046,0.16955585208555818,0.01334158963606795
2006-05-03,974.373169,991.172668,949.173828,974.373169,627.352356,30277620,0.16611489455852188,0.16767513662748196,0.17337339282467046,0.17380365403606127,0.013846561001662495
2006-05-04,957.573608,991.172668,932.374329,957.573608,616.535889,47432854,0.16203721087577008,0.16767513662748196,0.16898811593389743,0.16955585208555818,0.02169199251440341
2006-05-05,957.573608,957.573608,957.573608,957.573608,616.535889,0,0.16203721087577008,0.15959431643093497,0.1755660392316602,0.16955585208555818,0.0
2006-05-08,932.374329,957.573608,932.374329,932.374329,600.311218,15208752,0.15592070052199292,0.15959431643093497,0.16898811593389743,0.16318416496305108,0.00695526637586298
2006-05-09,907.174988,940.774048,907.174988,907.174988,584.08667,48117397,0.14980417511922797,0.15555389911744155,0.1624101764518921,0.15681246216372238,0.02200504771516757
2006-05-10,932.374329,949.173828,915.574768,932.374329,600.311218,70951360,0.15592070052199292,0.15757410777418823,0.1646028228588818,0.16318416496305108,0.032447475541040424
2006-05-11,949.173828,965.973389,932.374329,949.173828,611.127686,61275498,0.15999836915575694,0.16161452532818898,0.16898811593389743,0.16743195123673257,0.028022510387680676
2006-05-12,940.774048,965.973389,940.774048,940.774048,605.719421,24182214,0.15795952743574385,0.16161452532818898,0.17118074641768075,0.16530805038790702,0.011059009965322797
2006-05-15,839.976868,932.374329,823.177307,839.976868,540.820923,41986276,0.13349347048619625,0.15353370513164197,0.1404837434452992,0.13982128571535316,0.01920116349523635
2006-05-16,839.976868,865.176147,739.179626,839.976868,540.820923,85401163,0.13349347048619625,0.1373720498270935,0.11855731043870629,0.13982128571535316,0.039055659364653564
2006-05-17,881.975708,898.775208,865.176147,881.975708,567.862,45670901,0.14368766452272524,0.14545287026414785,0.15144695981807757,0.15044077478836337,0.020886216178728337
2006-05-18,881.975708,881.975708,881.975708,881.975708,567.862,0,0.14368766452272524,0.14141246738109425,0.1558322528930932,0.15044077478836337,0.0
2006-05-19,881.975708,881.975708,881.975708,881.975708,567.862,0,0.14368766452272524,0.14141246738109425,0.1558322528930932,0.15044077478836337,0.0
2006-05-22,667.781616,806.377747,667.781616,667.781616,429.952698,61668366,0.09169727299462262,0.12323060366030641,0.09991984730363414,0.09628137849319565,0.028202176779147416
2006-05-23,671.981506,688.781006,642.582275,671.981506,432.65683,61754678,0.09271669385462918,0.09494772551666467,0.0933419078216288,0.09734332891760843,0.028241648982483592
2006-05-24,684.581116,713.980347,680.381226,684.581116,440.769104,56730730,0.09577494187111225,0.10100835172741209,0.10320880125194846,0.1005291650197291,0.025944097112449546
2006-05-25,684.581116,684.581116,684.581116,684.581116,440.769104,0,0.09577494187111225,0.0939376211882913,0.10430512445544332,0.1005291650197291,0.0
2006-05-26,684.581116,684.581116,684.581116,684.581116,440.769104,0,0.09577494187111225,0.0939376211882913,0.10430512445544332,0.1005291650197291,0.0
2006-05-29,684.581116,684.581116,684.581116,684.581116,440.769104,0,0.09577494187111225,0.0939376211882913,0.10430512445544332,0.1005291650197291,0.0
2006-05-30,768.578796,776.978577,747.579407,768.578796,494.851166,68525698,0.11616332994417021,0.11615988779213274,0.12074995710673217,0.12176814316574952,0.03133817180935958
2006-05-31,747.579407,760.179077,734.979736,747.579407,481.330627,28435307,0.1110662404503996,0.11211948490907912,0.11746098723521142,0.1164584064676552,0.013004034431256504
2006-06-01,709.780457,768.578796,701.380676,709.780457,456.993652,34968225,0.10189146727387718,0.11413967889487872,0.10869041726942279,0.10690086781905779,0.015991668452882343
