Date;Open_normalized;High_normalized;Low_normalized;Close_normalized;Volume_normalized
02/01/2003 00.00;0.0019059720457433292;0.0018933417481855476;0.001278363694471077;0.0015979546180888463;0.34868534496768083
03/01/2003 00.00;0.0015883100381194409;0.001577784790154623;0.001278363694471077;0.0015979546180888463;0.03773835434671904
06/01/2003 00.00;0.0012706480304955528;0.001577784790154623;0.0006391818472355385;0.0006391818472355385;0.2783692938891507
07/01/2003 00.00;0.0012706480304955528;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.040394427846703274
08/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.006878974077165319
09/01/2003 00.00;0.0012706480304955528;0.0012622278321236984;0.0006391818472355385;0.0006391818472355385;0.003786046383104726
10/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.0004950781210628516
13/01/2003 00.00;0.0012706480304955528;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.014643329286549068
14/01/2003 00.00;0.0012706480304955528;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.012371687477352022
15/01/2003 00.00;0.0012706480304955528;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.0023298657361835425
16/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.00027373866273083173
17/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.0009552312054899454
20/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.01929728263410917
21/01/2003 00.00;0.0012706480304955528;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.014777297906065818
22/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.0002912128304938859
23/01/2003 00.00;0.0012706480304955528;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.03233883650793529
24/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.0033084191309145777
27/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.01869151148498996
28/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.004286972525645613
29/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.0028948638271889615
30/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.007607064400625911
31/01/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.02100975107488848
03/02/2003 00.00;0.0006353240152477764;0.0006311139160618492;0.0006391818472355385;0.0006391818472355385;0.0006057478502288615
04/02/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.001665847361187483
05/02/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.001228993167111128
06/02/2003 00.00;0.0012706480304955528;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.0024172365749988134
07/02/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.0008445614763239356
10/02/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.020386505758006216
11/02/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.00183476431623034
13/02/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.0003785836693091569
14/02/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.07734064322038754
17/02/2003 00.00;0.0012706480304955528;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.00019219254650324545
18/02/2003 00.00;0.0012706480304955528;0.0012622278321236984;0.001278363694471077;0.001278363694471077;0.0038209947186308344
19/02/2003 00.00;0.0006353240152477764;0.0012622278321236984;0.0006391818472355385;0.001278363694471077;0.0018697126517564487
21/02/2003 00.00;0.0006353240152477764;0.0006311139160618492;0.00031959092361776926;0.0006391818472355385;0.0033783158019667944
24/02/2003 00.00;0.0006353240152477764;0.0006311139160618492;0.00031959092361776926;0.0006391818472355385;0.0003436353337830485
25/02/2003 00.00;0.0006353240152477764;0.0006311139160618492;0.0006391818472355385;0.0006391818472355385;5,80E+09
26/02/2003 00.00;0.0003176620076238882;0.0006311139160618492;0.00031959092361776926;0.0006391818472355385;0.0005882736824658073
27/02/2003 00.00;0.0003176620076238882;0.0006311139160618492;0.00031959092361776926;0.0006391818472355385;0.0008270873085608814
28/02/2003 00.00;00.00;0.0003155569580309246;00.00;0.00031959092361776926;0.0016541979160121134
04/03/2003 00.00;00.00;00.00;00.00;00.00;0.013827868124273206
05/03/2003 00.00;00.00;00.00;00.00;00.00;0.0005591500695273836
06/03/2003 00.00;00.00;00.00;00.00;00.00;0.003786046383104726
10/03/2003 00.00;00.00;00.00;00.00;00.00;0.0008503861989116203
11/03/2003 00.00;00.00;00.00;00.00;00.00;0.000879509811850044
12/03/2003 00.00;00.00;00.00;00.00;00.00;0.004991763958755465
13/03/2003 00.00;0.0003176620076238882;0.0003155569580309246;00.00;00.00;0.00017471837874019126
14/03/2003 00.00;00.00;0.0003155569580309246;00.00;0.00031959092361776926;0.001030952599129847
17/03/2003 00.00;0.0003176620076238882;0.0003155569580309246;00.00;00.00;0.0007863142504470882
