Date;Open_normalized;High_normalized;Low_normalized;Close_normalized;Volume_normalized
29/09/2005 00.00;0.03460977716648725;0.034341551915887746;0.03194789404578057;0.03681223007596401;0.03483894355971572
30/09/2005 00.00;0.040726295044758276;0.0393920663425346;0.038525825696700794;0.043183925036881884;0.04824450540316713
03/10/2005 00.00;0.04378455034300966;0.0434324764408081;0.04071847210369053;0.046369768724561417;0.027307928232041603
04/10/2005 00.00;0.044803971203016206;0.045452685097554804;0.047296403493574564;0.0474317191489742;0.025718152681493498
05/10/2005 00.00;0.04684281292302932;0.045452685097554804;0.047296403493574564;0.04955561999779978;0.01432294895298188
06/10/2005 00.00;0.04276513676477139;0.045452685097554804;0.04620008029007971;0.04530782588570747;0.0037076605717954202
07/10/2005 00.00;0.04378455034300966;0.04242237211243476;0.04510375708658483;0.046369768724561417;0.003008050615445242
10/10/2005 00.00;0.04276513676477139;0.04242237211243476;0.04510375708658483;0.04530782588570747;0.010620732775716967
11/10/2005 00.00;0.04276513676477139;0.0414122749992813;0.04620008029007971;0.04530782588570747;0.006172628602612569
12/10/2005 00.00;0.04378455034300966;0.0434324764408081;0.047296403493574564;0.046369768724561417;0.013630144375464837
13/10/2005 00.00;0.044803971203016206;0.0434324764408081;0.0483927188659843;0.0474317191489742;0.0058255460503627305
14/10/2005 00.00;0.044803971203016206;0.0434324764408081;0.0483927188659843;0.0474317191489742;0.0054961576660070436
17/10/2005 00.00;0.044803971203016206;0.0434324764408081;0.049489042069479156;0.0474317191489742;00.00
18/10/2005 00.00;0.04378455034300966;0.0434324764408081;0.0483927188659843;0.046369768724561417;0.0055383518379484775
19/10/2005 00.00;0.04174571590476484;0.04242237211243476;0.04620008029007971;0.04424587546129469;0.00257521782036992
20/10/2005 00.00;0.04174571590476484;0.040402170670907955;0.04620008029007971;0.04424587546129469;00.00
21/10/2005 00.00;0.04174571590476484;0.040402170670907955;0.04620008029007971;0.04424587546129469;0.00138969210794197
24/10/2005 00.00;0.03868745332474518;0.040402170670907955;0.04181479530718538;0.04106002418805632;0.004973491675198352
25/10/2005 00.00;0.03868745332474518;0.037371857685787914;0.04291111067959512;0.04106002418805632;00.00
26/10/2005 00.00;0.039706874184751724;0.0393920663425346;0.04291111067959512;0.0421219746124691;0.0065387672216991755
27/10/2005 00.00;0.03664861888650036;0.0393920663425346;0.04071847210369053;0.03893613092478959;0.007325487947857472
28/10/2005 00.00;0.0335903563064807;0.034341551915887746;0.03742950249320594;0.035750279651551226;0.007038294192763213
31/10/2005 00.00;0.03460977716648725;0.033331447587514405;0.0363331871207962;0.03681223007596401;0.011480953514017109
01/11/2005 00.00;0.0335903563064807;0.033331447587514405;0.03742950249320594;0.035750279651551226;0.016012085046701745
07/11/2005 00.00;0.0335903563064807;0.03232134325914106;0.03742950249320594;0.035750279651551226;00.00
08/11/2005 00.00;0.0335903563064807;0.03232134325914106;0.03742950249320594;0.035750279651551226;00.00
09/11/2005 00.00;0.0335903563064807;0.03232134325914106;0.03742950249320594;0.035750279651551226;00.00
10/11/2005 00.00;0.031551521868235864;0.033331447587514405;0.03523686391730133;0.03362638638828448;0.011774953105264498
11/11/2005 00.00;0.029512680148222767;0.0313112461459876;0.03304421751031161;0.03150248553945891;0.005655407463654379
14/11/2005 00.00;0.029512680148222767;0.0292910374892409;0.03194789404578057;0.03150248553945891;0.003492605387220385
15/11/2005 00.00;0.027473838185484045;0.0292910374892409;0.03085157084228572;0.02937858443778137;0.015327447289640464
16/11/2005 00.00;0.028493259045490594;0.02727082859198687;0.02975525573091215;0.03044053486219415;0.010295427801589159
17/11/2005 00.00;0.027473838185484045;0.02727082859198687;0.02975525573091215;0.02937858443778137;0.00442904810626763
18/11/2005 00.00;0.028493259045490594;0.028280933160867553;0.03194789404578057;0.03044053486219415;0.018824136087088727
21/11/2005 00.00;0.031551521868235864;0.030301141817614244;0.03304421751031161;0.03362638638828448;0.03686291288964178
22/11/2005 00.00;0.035629198026493794;0.034341551915887746;0.03523686391730133;0.03787418050037679;0.043066847332454763
23/11/2005 00.00;0.035629198026493794;0.03535165624426111;0.038525825696700794;0.03787418050037679;0.03143889379415396
24/11/2005 00.00;0.035629198026493794;0.03535165624426111;0.038525825696700794;0.03787418050037679;0.006139962235429522
25/11/2005 00.00;0.0335903563064807;0.03535165624426111;0.03742950249320594;0.035750279651551226;0.009001013283911067
28/11/2005 00.00;0.03460977716648725;0.033331447587514405;0.03742950249320594;0.03681223007596401;0.001508108260630506
29/11/2005 00.00;0.040726295044758276;0.0393920663425346;0.038525825696700794;0.043183925036881884;0.04803625605474523
30/11/2005 00.00;0.04582339206302277;0.044442580769181464;0.044007433883089975;0.048493669573386994;0.031093171768886756
01/12/2005 00.00;0.04786223378303587;0.04848299086745497;0.050585365272974026;0.050617570422212564;0.03829207720091993
02/12/2005 00.00;0.048881647361274136;0.04848299086745497;0.05168168847646888;0.05167951326106651;0.019391718675764103
05/12/2005 00.00;0.04786223378303587;0.04747288653908161;0.05168168847646888;0.050617570422212564;0.010190622406566896
06/12/2005 00.00;0.048881647361274136;0.05050319976470899;0.052778011679963745;0.05167951326106651;0.028237565572255714
07/12/2005 00.00;0.04684281292302932;0.04848299086745497;0.05168168847646888;0.04955561999779978;0.010818093335077857
08/12/2005 00.00;0.04684281292302932;0.04848299086745497;0.05168168847646888;0.04955561999779978;0.011203287106361244
09/12/2005 00.00;0.057037007202283906;0.05656381851972919;0.052778011679963745;0.06017510932366195;0.05255105394651835
